RT,acc,Cond,c.resp,qs,SubjNum
6.06,1,AB,1,<.7-1.0,1
3.39,1,AB,1,>.3-<=.7,1
3.03,1,AB,1,<=.3,1
3.02,1,AB,2,<=.3,1
3.19,1,AB,1,>.3-<=.7,1
6.3,1,AB,2,<.7-1.0,1
16.74,1,AB,2,<.7-1.0,1
5.6,1,AB,2,>.3-<=.7,1
1.96,0,AB,2,<=.3,1
1.95,1,AB,1,<=.3,1
2.96,0,AB,1,<=.3,1
10.41,1,AB,2,<.7-1.0,1
3.62,1,AB,2,>.3-<=.7,1
3.08,1,AB,2,<=.3,1
13.06,1,AB,2,<.7-1.0,1
18.37,0,AB,1,<.7-1.0,1
5.47,0,AB,1,>.3-<=.7,1
5.65,0,AB,1,>.3-<=.7,1
7.71,1,AB,2,<.7-1.0,1
3.42,1,AB,2,>.3-<=.7,1
3.91,1,AB,1,>.3-<=.7,1
6.2,1,AB,2,<.7-1.0,1
2.72,1,AB,2,<=.3,1
4.96,1,AB,2,>.3-<=.7,1
3.68,1,AB,1,>.3-<=.7,1
8.93,1,AB,1,<.7-1.0,1
4.28,1,AB,1,>.3-<=.7,1
2.41,1,AB,2,<=.3,1
4.37,0,AB,2,>.3-<=.7,1
5.71,1,AB,1,<.7-1.0,1
2.23,0,AB,1,<=.3,1
1.87,1,AB,1,<=.3,1
5.45,1,AA,2,>.3-<=.7,1
5.56,1,AA,1,>.3-<=.7,1
11.41,1,AA,1,<.7-1.0,1
8.78,1,AA,2,<.7-1.0,1
6.28,1,AA,1,>.3-<=.7,1
5.39,0,AA,2,>.3-<=.7,1
12.54,1,AA,1,<.7-1.0,1
1.86,1,AA,1,<=.3,1
3.28,1,AA,1,<=.3,1
2.05,1,AA,2,<=.3,1
5.96,1,AA,2,>.3-<=.7,1
3.59,1,AA,1,<=.3,1
2,0,AA,2,<=.3,1
11.05,1,AA,2,<.7-1.0,1
6.18,1,AA,2,>.3-<=.7,1
2.43,1,AA,1,<=.3,1
3.51,1,AA,1,<=.3,1
8.65,1,AA,2,<.7-1.0,1
4.6,1,AA,1,>.3-<=.7,1
3.55,1,AA,1,<=.3,1
4.78,1,AA,1,>.3-<=.7,1
3.8,1,AA,1,>.3-<=.7,1
5.72,1,AA,1,>.3-<=.7,1
3.15,1,AA,2,<=.3,1
2.76,1,AA,1,<=.3,1
4.69,1,AA,2,>.3-<=.7,1
16.24,0,AA,2,<.7-1.0,1
6.74,1,AA,2,<.7-1.0,1
7.5,1,AA,2,<.7-1.0,1
6.82,1,AA,2,<.7-1.0,1
6.12,0,AA,1,>.3-<=.7,1
8.94,0,AA,2,<.7-1.0,1
11.53,1,AB,1,<.7-1.0,10
17.97,1,AB,1,<.7-1.0,10
5.96,1,AB,1,>.3-<=.7,10
11.9,1,AB,1,<.7-1.0,10
4.05,1,AB,2,<=.3,10
4.1,1,AB,2,<=.3,10
5.09,1,AB,1,<=.3,10
2.39,1,AB,1,<=.3,10
7.22,1,AB,2,>.3-<=.7,10
9.86,1,AB,2,<.7-1.0,10
8.59,1,AB,1,<.7-1.0,10
4.82,1,AB,2,<=.3,10
4.49,1,AB,2,<=.3,10
6.63,1,AB,2,>.3-<=.7,10
6.17,1,AB,1,>.3-<=.7,10
8.04,1,AB,2,>.3-<=.7,10
7.78,0,AB,2,>.3-<=.7,10
21.28,1,AB,1,<.7-1.0,10
5.88,1,AB,1,>.3-<=.7,10
4.61,1,AB,1,<=.3,10
6.29,1,AB,2,>.3-<=.7,10
8.57,1,AB,1,<.7-1.0,10
12.48,1,AB,2,<.7-1.0,10
4.38,1,AB,2,<=.3,10
9.75,1,AB,1,<.7-1.0,10
5.59,1,AB,1,>.3-<=.7,10
4.76,1,AB,2,<=.3,10
5.07,1,AB,2,<=.3,10
6.29,1,AB,2,>.3-<=.7,10
6.14,1,AB,2,>.3-<=.7,10
6.55,1,AB,1,>.3-<=.7,10
9.26,1,AB,1,<.7-1.0,10
17.78,1,AA,2,<.7-1.0,10
4.54,1,AA,1,>.3-<=.7,10
6.79,1,AA,2,<.7-1.0,10
4.14,1,AA,1,>.3-<=.7,10
4.42,1,AA,2,>.3-<=.7,10
11.68,0,AA,2,<.7-1.0,10
9.91,1,AA,1,<.7-1.0,10
6.62,1,AA,1,>.3-<=.7,10
2.64,1,AA,2,<=.3,10
4,1,AA,1,>.3-<=.7,10
6.3,1,AA,2,>.3-<=.7,10
7.84,0,AA,2,<.7-1.0,10
6.61,1,AA,2,>.3-<=.7,10
9.85,1,AA,2,<.7-1.0,10
4.67,1,AA,1,>.3-<=.7,10
11.73,1,AA,2,<.7-1.0,10
3.62,1,AA,2,<=.3,10
3.99,1,AA,1,<=.3,10
3.51,1,AA,2,<=.3,10
3.09,1,AA,2,<=.3,10
10.17,1,AA,1,<.7-1.0,10
2.91,1,AA,1,<=.3,10
6.39,1,AA,1,>.3-<=.7,10
3.5,1,AA,1,<=.3,10
1.97,1,AA,1,<=.3,10
4.34,0,AA,2,>.3-<=.7,10
2.65,1,AA,1,<=.3,10
5.38,1,AA,2,>.3-<=.7,10
11.68,1,AA,1,<.7-1.0,10
12.45,1,AA,1,<.7-1.0,10
2.42,1,AA,2,<=.3,10
4.24,1,AA,1,>.3-<=.7,10
15.37,1,AB,1,<.7-1.0,11
3.66,1,AB,1,<=.3,11
24.94,1,AB,1,<.7-1.0,11
9.51,1,AB,1,<.7-1.0,11
8.32,1,AB,1,<.7-1.0,11
4.83,1,AB,2,>.3-<=.7,11
7.71,0,AB,2,<.7-1.0,11
6.82,1,AB,1,<.7-1.0,11
5.52,1,AB,1,>.3-<=.7,11
5.53,1,AB,2,>.3-<=.7,11
4.53,1,AB,2,>.3-<=.7,11
19.31,1,AB,2,<.7-1.0,11
3.02,1,AB,2,<=.3,11
4.47,1,AB,1,>.3-<=.7,11
4.82,1,AB,2,>.3-<=.7,11
5.39,1,AB,1,>.3-<=.7,11
4.19,1,AB,1,>.3-<=.7,11
12.34,1,AB,2,<.7-1.0,11
2.64,1,AB,1,<=.3,11
2.44,1,AB,2,<=.3,11
5.56,1,AB,2,>.3-<=.7,11
4.08,1,AB,2,>.3-<=.7,11
4.64,1,AB,2,>.3-<=.7,11
9.26,1,AB,2,<.7-1.0,11
2.56,1,AB,1,<=.3,11
2.82,1,AB,1,<=.3,11
5.61,1,AB,2,>.3-<=.7,11
3.16,1,AB,2,<=.3,11
2.46,1,AB,1,<=.3,11
2.44,1,AB,1,<=.3,11
7.92,1,AB,1,<.7-1.0,11
2.35,1,AB,2,<=.3,11
4.9,1,AA,1,>.3-<=.7,11
2.87,1,AA,1,<=.3,11
5.11,1,AA,1,<.7-1.0,11
3.42,1,AA,2,>.3-<=.7,11
4.37,1,AA,1,>.3-<=.7,11
4.77,1,AA,1,>.3-<=.7,11
5.38,1,AA,1,<.7-1.0,11
2.38,1,AA,1,<=.3,11
16.79,1,AA,2,<.7-1.0,11
2.34,1,AA,1,<=.3,11
3.11,1,AA,2,<=.3,11
7.22,1,AA,2,<.7-1.0,11
4.4,1,AA,1,>.3-<=.7,11
3.09,1,AA,2,<=.3,11
11.1,1,AA,2,<.7-1.0,11
4.21,1,AA,2,>.3-<=.7,11
28.92,0,AA,1,<.7-1.0,11
6.97,1,AA,2,<.7-1.0,11
3.82,1,AA,2,>.3-<=.7,11
4.19,1,AA,1,>.3-<=.7,11
2.56,1,AA,1,<=.3,11
11.29,1,AA,1,<.7-1.0,11
2.28,1,AA,2,<=.3,11
2.16,0,AA,2,<=.3,11
4.17,1,AA,2,>.3-<=.7,11
9.57,1,AA,1,<.7-1.0,11
4.07,1,AA,1,>.3-<=.7,11
5.9,1,AA,2,<.7-1.0,11
2.89,1,AA,1,<=.3,11
5.09,0,AA,2,>.3-<=.7,11
2.63,1,AA,2,<=.3,11
4.18,1,AA,2,>.3-<=.7,11
3.64,1,AB,1,>.3-<=.7,12
2.25,1,AB,1,>.3-<=.7,12
4.85,1,AB,1,<.7-1.0,12
2.63,1,AB,1,>.3-<=.7,12
3.45,1,AB,1,>.3-<=.7,12
6.04,1,AB,1,<.7-1.0,12
2.47,1,AB,2,>.3-<=.7,12
10.07,0,AB,2,<.7-1.0,12
1.72,1,AB,2,<=.3,12
3.69,1,AB,2,>.3-<=.7,12
1.76,1,AB,2,<=.3,12
1.64,1,AB,1,<=.3,12
10.74,1,AB,2,<.7-1.0,12
2.06,1,AB,2,<=.3,12
1.83,1,AB,1,<=.3,12
1.73,1,AB,2,<=.3,12
1.99,1,AB,2,<=.3,12
4.84,0,AB,1,<.7-1.0,12
10.09,1,AB,1,<.7-1.0,12
6.41,1,AB,1,<.7-1.0,12
2.72,1,AB,2,>.3-<=.7,12
3.77,1,AB,1,<.7-1.0,12
4.37,1,AB,2,<.7-1.0,12
2.1,1,AB,1,<=.3,12
2.8,0,AB,2,>.3-<=.7,12
7.25,0,AB,2,<.7-1.0,12
1.25,1,AB,1,<=.3,12
2.7,1,AB,2,>.3-<=.7,12
2.66,1,AB,1,>.3-<=.7,12
2.02,1,AB,2,<=.3,12
3.57,0,AB,1,>.3-<=.7,12
3.14,1,AB,2,>.3-<=.7,12
4.74,1,AA,1,<.7-1.0,12
3.5,1,AA,2,>.3-<=.7,12
1.41,1,AA,2,<=.3,12
1.78,1,AA,1,<=.3,12
3.05,1,AA,2,>.3-<=.7,12
1.9,1,AA,1,<=.3,12
8.78,0,AA,1,<.7-1.0,12
2.5,1,AA,1,>.3-<=.7,12
4.13,1,AA,1,<.7-1.0,12
2.85,0,AA,2,>.3-<=.7,12
3.65,1,AA,2,>.3-<=.7,12
5.8,0,AA,2,<.7-1.0,12
4.07,1,AA,1,>.3-<=.7,12
5.69,0,AA,1,<.7-1.0,12
6.17,1,AA,1,<.7-1.0,12
3.47,1,AA,2,>.3-<=.7,12
5.76,0,AA,1,<.7-1.0,12
3.14,0,AA,2,>.3-<=.7,12
4.59,1,AA,2,<.7-1.0,12
2.56,1,AA,1,>.3-<=.7,12
1.65,1,AA,2,<=.3,12
8.9,1,AA,2,<.7-1.0,12
4.21,1,AA,1,<.7-1.0,12
2.44,1,AA,2,<=.3,12
1.23,1,AA,2,<=.3,12
1.91,1,AA,1,<=.3,12
3.32,1,AA,2,>.3-<=.7,12
1.81,1,AA,1,<=.3,12
3.21,1,AA,1,>.3-<=.7,12
2.24,1,AA,2,<=.3,12
1.33,1,AA,1,<=.3,12
2.51,1,AA,2,>.3-<=.7,12
6.68,1,AB,1,<.7-1.0,14
2.21,0,AB,2,>.3-<=.7,14
11.81,0,AB,2,<.7-1.0,14
1.8,1,AB,1,>.3-<=.7,14
4.44,0,AB,2,<.7-1.0,14
2.58,1,AB,1,>.3-<=.7,14
4.98,0,AB,1,<.7-1.0,14
1.76,1,AB,2,>.3-<=.7,14
1.28,1,AB,2,<=.3,14
5.67,0,AB,1,<.7-1.0,14
1.48,0,AB,1,<=.3,14
10.24,1,AB,2,<.7-1.0,14
0.95,1,AB,2,<=.3,14
1.97,1,AB,1,>.3-<=.7,14
1.26,0,AB,1,<=.3,14
2.01,0,AB,2,>.3-<=.7,14
2.22,1,AB,2,>.3-<=.7,14
2,1,AB,2,>.3-<=.7,14
2.76,0,AB,2,<.7-1.0,14
1.44,1,AB,2,<=.3,14
1.16,1,AB,1,<=.3,14
5.15,1,AB,1,<.7-1.0,14
1.62,1,AB,1,<=.3,14
2.26,1,AB,2,>.3-<=.7,14
1.33,0,AB,2,<=.3,14
1.83,0,AB,1,>.3-<=.7,14
6.1,0,AB,1,<.7-1.0,14
1.94,1,AB,1,>.3-<=.7,14
1.41,0,AB,2,<=.3,14
1.27,1,AB,1,<=.3,14
3.49,1,AB,2,<.7-1.0,14
2.17,0,AB,1,>.3-<=.7,14
3.31,0,AA,1,>.3-<=.7,14
6.79,1,AA,2,<.7-1.0,14
1.49,1,AA,1,<=.3,14
3.8,1,AA,1,<.7-1.0,14
5.77,0,AA,1,<.7-1.0,14
1.33,1,AA,2,<=.3,14
2.17,1,AA,1,>.3-<=.7,14
4.91,1,AA,1,<.7-1.0,14
4.43,0,AA,1,<.7-1.0,14
4.18,1,AA,2,<.7-1.0,14
3.64,1,AA,1,<.7-1.0,14
1.46,1,AA,2,<=.3,14
3.23,1,AA,1,>.3-<=.7,14
1.84,1,AA,2,<=.3,14
1.89,1,AA,2,>.3-<=.7,14
4.53,1,AA,2,<.7-1.0,14
2.46,1,AA,1,>.3-<=.7,14
2.55,0,AA,1,>.3-<=.7,14
3.69,1,AA,2,<.7-1.0,14
1.96,1,AA,2,>.3-<=.7,14
5.94,1,AA,1,<.7-1.0,14
2.52,1,AA,2,>.3-<=.7,14
2.13,1,AA,2,>.3-<=.7,14
1.34,1,AA,1,<=.3,14
1.56,1,AA,2,<=.3,14
2.18,1,AA,2,>.3-<=.7,14
1.88,1,AA,1,<=.3,14
2.06,1,AA,2,>.3-<=.7,14
1.68,1,AA,2,<=.3,14
2.83,1,AA,1,>.3-<=.7,14
1.13,1,AA,2,<=.3,14
1.86,1,AA,1,<=.3,14
3.11,1,AB,1,<=.3,15
7.48,1,AB,2,<.7-1.0,15
5.38,1,AB,2,>.3-<=.7,15
11.53,1,AB,2,<.7-1.0,15
6.41,0,AB,1,>.3-<=.7,15
7.03,0,AB,1,<.7-1.0,15
18.88,1,AB,2,<.7-1.0,15
5.07,1,AB,1,>.3-<=.7,15
4.98,1,AB,2,>.3-<=.7,15
9.02,1,AB,2,<.7-1.0,15
11.59,1,AB,2,<.7-1.0,15
3.3,1,AB,1,<=.3,15
5.01,1,AB,2,>.3-<=.7,15
4.53,0,AB,2,<=.3,15
5.44,0,AB,2,>.3-<=.7,15
5.2,1,AB,1,>.3-<=.7,15
5.22,0,AB,1,>.3-<=.7,15
19.24,1,AB,2,<.7-1.0,15
3.8,1,AB,1,<=.3,15
2.78,1,AB,2,<=.3,15
5.38,1,AB,1,>.3-<=.7,15
4.67,1,AB,1,>.3-<=.7,15
4.93,1,AB,1,>.3-<=.7,15
2.59,0,AB,1,<=.3,15
2.37,1,AB,2,<=.3,15
6.24,1,AB,1,>.3-<=.7,15
3.09,1,AB,1,<=.3,15
3.68,1,AB,1,<=.3,15
7.68,1,AB,2,<.7-1.0,15
10.01,0,AB,2,<.7-1.0,15
7.13,1,AB,2,<.7-1.0,15
2.73,0,AB,1,<=.3,15
2.93,1,AA,2,<=.3,15
8.35,1,AA,1,<.7-1.0,15
2.31,1,AA,2,<=.3,15
3.61,1,AA,1,>.3-<=.7,15
3.51,1,AA,2,>.3-<=.7,15
2.53,1,AA,2,<=.3,15
6.12,0,AA,2,>.3-<=.7,15
5.19,1,AA,1,>.3-<=.7,15
6.05,0,AA,1,>.3-<=.7,15
4.67,1,AA,1,>.3-<=.7,15
7.06,1,AA,2,>.3-<=.7,15
8.22,0,AA,2,<.7-1.0,15
4.82,1,AA,2,>.3-<=.7,15
2.75,1,AA,2,<=.3,15
2.67,1,AA,2,<=.3,15
2.9,1,AA,1,<=.3,15
4.78,1,AA,1,>.3-<=.7,15
7.88,1,AA,1,>.3-<=.7,15
23.29,0,AA,1,<.7-1.0,15
12.85,1,AA,2,<.7-1.0,15
4.1,1,AA,1,>.3-<=.7,15
4.53,0,AA,1,>.3-<=.7,15
11.23,0,AA,1,<.7-1.0,15
24.17,0,AA,2,<.7-1.0,15
16.42,1,AA,1,<.7-1.0,15
2.44,1,AA,1,<=.3,15
3.49,1,AA,2,<=.3,15
2.17,1,AA,2,<=.3,15
13.46,1,AA,2,<.7-1.0,15
22.09,1,AA,2,<.7-1.0,15
2.63,1,AA,1,<=.3,15
36.09,1,AA,1,<.7-1.0,15
6.2,0,AB,2,>.3-<=.7,16
10.99,0,AB,1,<.7-1.0,16
12.77,1,AB,1,<.7-1.0,16
10.84,1,AB,2,<.7-1.0,16
2.64,0,AB,1,<=.3,16
4.03,1,AB,1,>.3-<=.7,16
5.26,0,AB,2,>.3-<=.7,16
11.4,1,AB,1,<.7-1.0,16
5.29,1,AB,1,>.3-<=.7,16
12.14,0,AB,1,<.7-1.0,16
2.94,1,AB,2,<=.3,16
1.83,1,AB,2,<=.3,16
4.71,1,AB,1,>.3-<=.7,16
3.52,1,AB,2,>.3-<=.7,16
5.49,1,AB,2,>.3-<=.7,16
3.66,1,AB,1,>.3-<=.7,16
2.81,0,AB,1,<=.3,16
8.61,1,AB,2,<.7-1.0,16
14.13,0,AB,1,<.7-1.0,16
7.31,0,AB,1,<.7-1.0,16
2.68,1,AB,2,<=.3,16
7.42,1,AB,2,<.7-1.0,16
2.64,0,AB,1,<=.3,16
3.14,1,AB,2,>.3-<=.7,16
3.37,1,AB,1,>.3-<=.7,16
2.69,1,AB,2,<=.3,16
2.97,0,AB,2,>.3-<=.7,16
7.48,1,AB,2,<.7-1.0,16
2.77,1,AB,1,<=.3,16
2.76,1,AB,2,<=.3,16
2.15,0,AB,2,<=.3,16
4.16,1,AB,1,>.3-<=.7,16
5.88,1,AA,2,<.7-1.0,16
13.1,0,AA,2,<.7-1.0,16
3.99,1,AA,1,>.3-<=.7,16
4.18,1,AA,1,>.3-<=.7,16
4.38,1,AA,2,>.3-<=.7,16
14.5,1,AA,2,<.7-1.0,16
3.6,1,AA,2,<=.3,16
5.4,0,AA,2,>.3-<=.7,16
6.43,1,AA,2,<.7-1.0,16
11.26,1,AA,2,<.7-1.0,16
2.78,0,AA,2,<=.3,16
3.64,1,AA,1,<=.3,16
5.71,1,AA,2,<.7-1.0,16
3.74,1,AA,1,>.3-<=.7,16
4.95,1,AA,1,>.3-<=.7,16
5.03,1,AA,2,>.3-<=.7,16
12.46,0,AA,1,<.7-1.0,16
5.64,1,AA,1,<.7-1.0,16
3.88,0,AA,1,>.3-<=.7,16
3.44,1,AA,2,<=.3,16
5.62,0,AA,2,<.7-1.0,16
12.84,0,AA,2,<.7-1.0,16
3.88,1,AA,1,>.3-<=.7,16
1.74,0,AA,1,<=.3,16
3.39,1,AA,1,<=.3,16
4.64,1,AA,2,>.3-<=.7,16
3.28,1,AA,1,<=.3,16
3.4,0,AA,1,<=.3,16
2.03,1,AA,1,<=.3,16
2.07,1,AA,2,<=.3,16
3.68,1,AA,1,>.3-<=.7,16
3.82,0,AA,1,>.3-<=.7,16
6.23,1,AB,1,<.7-1.0,17
12.4,1,AB,1,<.7-1.0,17
3.46,1,AB,1,<=.3,17
5.32,1,AB,2,>.3-<=.7,17
9.78,0,AB,2,<.7-1.0,17
3.83,1,AB,2,>.3-<=.7,17
7.86,1,AB,1,<.7-1.0,17
5.46,0,AB,1,>.3-<=.7,17
4.52,1,AB,1,>.3-<=.7,17
10.89,1,AB,2,<.7-1.0,17
3.7,1,AB,1,>.3-<=.7,17
4.8,1,AB,1,>.3-<=.7,17
5.81,1,AB,2,>.3-<=.7,17
3.18,0,AB,1,<=.3,17
9.62,1,AB,2,<.7-1.0,17
6.15,1,AB,1,<.7-1.0,17
6.11,1,AB,2,>.3-<=.7,17
4.18,1,AB,2,>.3-<=.7,17
2.19,1,AB,1,<=.3,17
8.47,1,AB,2,<.7-1.0,17
4.5,1,AB,1,>.3-<=.7,17
1.64,1,AB,2,<=.3,17
2.25,1,AB,2,<=.3,17
1.95,1,AB,1,<=.3,17
9.76,1,AB,1,<.7-1.0,17
1.98,1,AB,2,<=.3,17
1.43,1,AB,2,<=.3,17
11.12,1,AB,1,<.7-1.0,17
5.49,1,AB,1,>.3-<=.7,17
2.43,0,AB,2,<=.3,17
2.34,1,AB,2,<=.3,17
6.14,1,AB,2,>.3-<=.7,17
4.91,1,AA,2,<.7-1.0,17
5.93,1,AA,1,<.7-1.0,17
3.37,1,AA,1,>.3-<=.7,17
3.73,1,AA,2,>.3-<=.7,17
1.84,1,AA,1,<=.3,17
3.02,1,AA,1,<=.3,17
5.05,0,AA,2,<.7-1.0,17
7.45,1,AA,1,<.7-1.0,17
3.75,1,AA,2,>.3-<=.7,17
3.3,1,AA,1,>.3-<=.7,17
6.59,1,AA,2,<.7-1.0,17
14.79,1,AA,2,<.7-1.0,17
1.85,1,AA,2,<=.3,17
3.97,1,AA,2,>.3-<=.7,17
3.67,0,AA,2,>.3-<=.7,17
2.05,1,AA,1,<=.3,17
3.52,1,AA,1,>.3-<=.7,17
2.72,1,AA,1,<=.3,17
1.54,1,AA,1,<=.3,17
4.53,1,AA,2,>.3-<=.7,17
5.47,1,AA,1,<.7-1.0,17
1.55,1,AA,2,<=.3,17
4.65,1,AA,1,>.3-<=.7,17
3.46,1,AA,2,>.3-<=.7,17
4.99,1,AA,1,<.7-1.0,17
9.43,0,AA,1,<.7-1.0,17
4.08,1,AA,1,>.3-<=.7,17
3.49,1,AA,2,>.3-<=.7,17
1.8,1,AA,2,<=.3,17
1.9,1,AA,1,<=.3,17
7.96,0,AA,2,<.7-1.0,17
2.01,1,AA,2,<=.3,17
2.72,1,AB,1,>.3-<=.7,18
2.07,1,AB,1,>.3-<=.7,18
1.85,1,AB,1,<=.3,18
4.22,1,AB,1,<.7-1.0,18
8.77,1,AB,1,<.7-1.0,18
3.38,1,AB,2,>.3-<=.7,18
3.35,1,AB,2,>.3-<=.7,18
3.97,0,AB,1,>.3-<=.7,18
3.73,1,AB,2,>.3-<=.7,18
1.67,1,AB,2,<=.3,18
2.08,1,AB,1,>.3-<=.7,18
7.56,1,AB,1,<.7-1.0,18
4.43,1,AB,2,<.7-1.0,18
5.52,1,AB,2,<.7-1.0,18
1.98,1,AB,1,<=.3,18
3.59,1,AB,2,>.3-<=.7,18
2.28,0,AB,2,>.3-<=.7,18
1.26,1,AB,2,<=.3,18
1.48,1,AB,1,<=.3,18
4.41,1,AB,1,<.7-1.0,18
2.97,1,AB,2,>.3-<=.7,18
2.05,0,AB,2,<=.3,18
3.73,1,AB,2,>.3-<=.7,18
2.18,1,AB,1,>.3-<=.7,18
4.12,1,AB,1,<.7-1.0,18
1.53,1,AB,2,<=.3,18
1.18,1,AB,2,<=.3,18
6.07,1,AB,1,<.7-1.0,18
8.3,1,AB,2,<.7-1.0,18
1.53,1,AB,2,<=.3,18
1.76,1,AB,1,<=.3,18
4.3,0,AB,1,<.7-1.0,18
2.93,1,AA,1,>.3-<=.7,18
1.73,1,AA,1,<=.3,18
9.87,0,AA,1,<.7-1.0,18
3.16,1,AA,2,>.3-<=.7,18
1.6,1,AA,1,<=.3,18
13.19,0,AA,2,<.7-1.0,18
3.75,0,AA,2,>.3-<=.7,18
5.52,1,AA,2,<.7-1.0,18
1.26,1,AA,1,<=.3,18
1.69,1,AA,2,<=.3,18
3.03,0,AA,2,>.3-<=.7,18
6.13,1,AA,1,<.7-1.0,18
4.25,1,AA,2,>.3-<=.7,18
2.38,1,AA,2,>.3-<=.7,18
3.07,1,AA,2,>.3-<=.7,18
2.15,1,AA,2,<=.3,18
15.43,1,AA,2,<.7-1.0,18
1.35,1,AA,1,<=.3,18
13.86,1,AA,2,<.7-1.0,18
2.97,1,AA,1,>.3-<=.7,18
10.36,0,AA,2,<.7-1.0,18
2.2,1,AA,1,>.3-<=.7,18
1.37,1,AA,2,<=.3,18
1.95,1,AA,2,<=.3,18
1.72,1,AA,1,<=.3,18
2.82,1,AA,1,>.3-<=.7,18
4.94,0,AA,1,<.7-1.0,18
4.73,1,AA,1,<.7-1.0,18
2.09,1,AA,1,<=.3,18
4.28,1,AA,1,>.3-<=.7,18
14.31,0,AA,2,<.7-1.0,18
2.63,1,AA,1,>.3-<=.7,18
11.38,1,AB,2,<.7-1.0,19
4.42,0,AB,1,>.3-<=.7,19
4.5,1,AB,1,>.3-<=.7,19
5.72,0,AB,1,<.7-1.0,19
3.99,1,AB,2,>.3-<=.7,19
3.3,0,AB,2,<=.3,19
4.08,0,AB,2,>.3-<=.7,19
4.53,1,AB,1,>.3-<=.7,19
3.54,1,AB,2,<=.3,19
3.87,1,AB,2,>.3-<=.7,19
3.44,1,AB,1,<=.3,19
3.72,1,AB,1,<=.3,19
3.9,1,AB,2,>.3-<=.7,19
2.81,1,AB,2,<=.3,19
4.39,1,AB,2,>.3-<=.7,19
5.16,1,AB,1,<.7-1.0,19
2.85,1,AB,2,<=.3,19
6.79,0,AB,2,<.7-1.0,19
9.33,1,AB,1,<.7-1.0,19
4.68,1,AB,1,<.7-1.0,19
3.81,1,AB,2,>.3-<=.7,19
6.94,1,AB,2,<.7-1.0,19
2.37,1,AB,1,<=.3,19
3.59,1,AB,1,<=.3,19
6.71,1,AB,2,<.7-1.0,19
3.88,1,AB,1,>.3-<=.7,19
4.42,1,AB,1,>.3-<=.7,19
2.66,0,AB,1,<=.3,19
6.69,1,AB,2,<.7-1.0,19
4.71,1,AB,1,<.7-1.0,19
4.29,1,AB,1,>.3-<=.7,19
3.13,0,AB,2,<=.3,19
5.16,0,AA,1,<.7-1.0,19
6.74,1,AA,2,<.7-1.0,19
6.52,1,AA,2,<.7-1.0,19
6.41,1,AA,2,<.7-1.0,19
3.03,1,AA,1,>.3-<=.7,19
2.91,1,AA,1,<=.3,19
8.08,0,AA,2,<.7-1.0,19
3.44,1,AA,2,>.3-<=.7,19
3,0,AA,2,<=.3,19
4.36,1,AA,2,>.3-<=.7,19
1.88,1,AA,1,<=.3,19
4.3,1,AA,1,>.3-<=.7,19
4.05,1,AA,1,>.3-<=.7,19
5.11,1,AA,1,>.3-<=.7,19
5.01,1,AA,2,>.3-<=.7,19
6.83,1,AA,1,<.7-1.0,19
3.94,1,AA,2,>.3-<=.7,19
6.52,1,AA,2,<.7-1.0,19
5.97,1,AA,1,<.7-1.0,19
3.52,1,AA,1,>.3-<=.7,19
1.53,1,AA,1,<=.3,19
2.26,0,AA,1,<=.3,19
2.95,1,AA,2,<=.3,19
4.19,1,AA,1,>.3-<=.7,19
2.91,1,AA,2,<=.3,19
5.13,0,AA,1,>.3-<=.7,19
5.64,1,AA,1,<.7-1.0,19
2.78,1,AA,2,<=.3,19
4.56,1,AA,1,>.3-<=.7,19
5.24,1,AA,2,<.7-1.0,19
2.73,1,AA,2,<=.3,19
1.95,0,AA,2,<=.3,19
4.35,1,AB,2,<=.3,2
8.28,1,AB,1,>.3-<=.7,2
8.73,1,AB,2,>.3-<=.7,2
10.86,1,AB,2,<.7-1.0,2
10.59,1,AB,2,<.7-1.0,2
7.75,1,AB,1,>.3-<=.7,2
6.56,1,AB,2,>.3-<=.7,2
4.96,1,AB,1,<=.3,2
10.08,1,AB,1,<.7-1.0,2
19.64,0,AB,2,<.7-1.0,2
6.45,1,AB,2,>.3-<=.7,2
6.03,1,AB,2,>.3-<=.7,2
5.27,1,AB,1,<=.3,2
8.82,1,AB,2,<.7-1.0,2
4.7,1,AB,1,<=.3,2
9.98,0,AB,2,<.7-1.0,2
7.69,1,AB,2,>.3-<=.7,2
10.02,0,AB,1,<.7-1.0,2
5.36,1,AB,1,<=.3,2
6.17,0,AB,1,>.3-<=.7,2
4.58,1,AB,2,<=.3,2
9.08,1,AB,1,<.7-1.0,2
5.45,1,AB,2,<=.3,2
8.53,1,AB,1,>.3-<=.7,2
6.11,1,AB,1,>.3-<=.7,2
8.77,1,AB,2,<.7-1.0,2
4.09,1,AB,2,<=.3,2
2.71,1,AB,1,<=.3,2
4.74,1,AB,1,<=.3,2
6.49,1,AB,2,>.3-<=.7,2
6.84,1,AB,1,>.3-<=.7,2
12.35,1,AB,1,<.7-1.0,2
6.53,1,AA,2,>.3-<=.7,2
3.36,1,AA,1,<=.3,2
5.36,1,AA,2,>.3-<=.7,2
9.87,1,AA,1,<.7-1.0,2
12.94,1,AA,2,<.7-1.0,2
15.45,1,AA,2,<.7-1.0,2
5.87,1,AA,2,>.3-<=.7,2
13.16,1,AA,1,<.7-1.0,2
7.75,1,AA,2,>.3-<=.7,2
3.27,1,AA,1,<=.3,2
16.68,1,AA,2,<.7-1.0,2
