RT,acc,Cond,c.resp,qs,SubjNum
10.83,1,AB,2,<.7-1.0,1
3.33,1,AB,1,>.3-<=.7,1
23.76,1,AB,2,<.7-1.0,1
8.45,1,AB,2,<.7-1.0,1
4.95,1,AB,1,>.3-<=.7,1
4.98,1,AB,2,>.3-<=.7,1
6.56,1,AB,1,<.7-1.0,1
3.3,1,AB,1,>.3-<=.7,1
2.47,1,AB,1,<=.3,1
1.97,1,AB,2,<=.3,1
1.97,1,AB,2,<=.3,1
1.3,1,AB,1,<=.3,1
2.54,1,AB,2,<=.3,1
9.03,1,AB,1,<.7-1.0,1
4.54,1,AB,2,>.3-<=.7,1
2.75,1,AB,1,>.3-<=.7,1
7.03,1,AA,1,<.7-1.0,1
2.91,1,AA,1,>.3-<=.7,1
4.41,1,AA,1,>.3-<=.7,1
3.78,1,AA,2,>.3-<=.7,1
2.12,1,AA,1,>.3-<=.7,1
14.08,0,AA,2,<.7-1.0,1
2.85,1,AA,2,>.3-<=.7,1
1.88,1,AA,1,<=.3,1
5.11,1,AA,2,<.7-1.0,1
1.39,1,AA,1,<=.3,1
9,1,AA,1,<.7-1.0,1
2.3,1,AA,2,>.3-<=.7,1
2.11,1,AA,2,<=.3,1
1.57,1,AA,2,<=.3,1
1.47,1,AA,1,<=.3,1
5.79,1,AA,2,<.7-1.0,1
5.19,1,AB,2,<.7-1.0,101
14.55,1,AB,2,<.7-1.0,101
8.93,0,AB,2,<.7-1.0,101
3.24,1,AB,1,>.3-<=.7,101
4.02,1,AB,1,>.3-<=.7,101
4.49,1,AB,2,<.7-1.0,101
3.6,0,AB,1,>.3-<=.7,101
3.43,1,AB,2,>.3-<=.7,101
4.26,1,AB,1,>.3-<=.7,101
2.73,0,AB,2,<=.3,101
2.17,1,AB,1,<=.3,101
4.38,0,AB,1,>.3-<=.7,101
2.93,1,AB,1,<=.3,101
2.47,1,AB,2,<=.3,101
2.01,1,AB,2,<=.3,101
9.22,0,AB,1,<.7-1.0,101
8.73,1,AA,1,<.7-1.0,101
5.53,0,AA,2,<.7-1.0,101
7.51,1,AA,1,<.7-1.0,101
4.24,0,AA,2,>.3-<=.7,101
2.51,1,AA,2,<=.3,101
3.69,1,AA,1,>.3-<=.7,101
5.19,0,AA,2,<.7-1.0,101
5.45,1,AA,1,<.7-1.0,101
3.25,0,AA,2,>.3-<=.7,101
2.56,1,AA,1,<=.3,101
2.23,1,AA,1,<=.3,101
4.65,1,AA,2,>.3-<=.7,101
4.93,1,AA,1,>.3-<=.7,101
3.07,1,AA,1,<=.3,101
4.82,0,AA,2,>.3-<=.7,101
3.15,0,AA,2,<=.3,101
7.31,1,AB,2,>.3-<=.7,103
14.28,1,AB,2,<.7-1.0,103
4.64,1,AB,2,<=.3,103
5.82,1,AB,2,>.3-<=.7,103
3.89,1,AB,2,<=.3,103
6.26,1,AB,1,>.3-<=.7,103
12.71,1,AB,2,<.7-1.0,103
6.41,1,AB,1,>.3-<=.7,103
7.52,1,AB,1,>.3-<=.7,103
7.67,1,AB,1,<.7-1.0,103
13.96,1,AB,1,<.7-1.0,103
3.4,1,AB,2,<=.3,103
5.72,1,AB,1,<=.3,103
6.61,1,AB,1,>.3-<=.7,103
4.74,1,AB,2,<=.3,103
13.69,1,AB,1,<.7-1.0,103
3.75,1,AA,2,>.3-<=.7,103
2.53,1,AA,1,<=.3,103
2.9,1,AA,1,<=.3,103
7.74,1,AA,2,<.7-1.0,103
5.41,1,AA,2,<.7-1.0,103
4.27,1,AA,1,>.3-<=.7,103
6.45,1,AA,2,<.7-1.0,103
4.83,1,AA,1,>.3-<=.7,103
4.46,1,AA,1,>.3-<=.7,103
2.63,1,AA,2,<=.3,103
3.17,1,AA,2,>.3-<=.7,103
1.86,1,AA,2,<=.3,103
1.59,1,AA,1,<=.3,103
12.67,0,AA,2,<.7-1.0,103
6.24,1,AA,1,<.7-1.0,103
4.42,1,AA,1,>.3-<=.7,103
8.13,1,AB,1,<.7-1.0,104
5.12,1,AB,2,>.3-<=.7,104
7.75,1,AB,2,<.7-1.0,104
7.69,0,AB,2,<.7-1.0,104
8.71,1,AB,1,<.7-1.0,104
4.54,1,AB,1,>.3-<=.7,104
5.73,1,AB,2,>.3-<=.7,104
7.54,0,AB,1,>.3-<=.7,104
4.35,1,AB,1,>.3-<=.7,104
7.98,0,AB,2,<.7-1.0,104
4.41,1,AB,1,>.3-<=.7,104
4.07,0,AB,2,<=.3,104
3.2,1,AB,2,<=.3,104
2.65,1,AB,1,<=.3,104
4.03,0,AB,2,<=.3,104
2.97,1,AB,1,<=.3,104
7.63,1,AA,2,>.3-<=.7,104
4.84,0,AA,2,<=.3,104
4.37,1,AA,1,<=.3,104
13.47,0,AA,2,<.7-1.0,104
10.43,1,AA,1,<.7-1.0,104
8.16,1,AA,2,>.3-<=.7,104
4.43,1,AA,1,<=.3,104
7.56,1,AA,2,>.3-<=.7,104
5.71,1,AA,1,<=.3,104
4.49,1,AA,1,<=.3,104
5.88,0,AA,2,>.3-<=.7,104
11.35,0,AA,1,<.7-1.0,104
9.93,1,AA,1,<.7-1.0,104
18.85,1,AA,2,<.7-1.0,104
5.79,1,AA,2,>.3-<=.7,104
6.3,1,AA,1,>.3-<=.7,104
2.94,1,AB,1,>.3-<=.7,106
8.19,0,AB,2,<.7-1.0,106
1.99,0,AB,1,<=.3,106
6.89,1,AB,1,<.7-1.0,106
8.84,1,AB,2,<.7-1.0,106
11.11,1,AB,2,<.7-1.0,106
3.91,0,AB,1,<.7-1.0,106
2.92,0,AB,1,>.3-<=.7,106
2.97,1,AB,2,>.3-<=.7,106
1.52,1,AB,2,<=.3,106
2.14,1,AB,1,>.3-<=.7,106
1.99,0,AB,2,<=.3,106
3.53,1,AB,2,>.3-<=.7,106
3.88,1,AB,1,>.3-<=.7,106
1.6,0,AB,1,<=.3,106
1.79,1,AB,2,<=.3,106
7.99,1,AA,2,<.7-1.0,106
4.28,1,AA,1,>.3-<=.7,106
7.93,0,AA,1,<.7-1.0,106
3.06,1,AA,2,>.3-<=.7,106
3.58,1,AA,1,>.3-<=.7,106
4.55,1,AA,2,>.3-<=.7,106
9.62,1,AA,2,<.7-1.0,106
1.13,1,AA,1,<=.3,106
2.46,1,AA,1,<=.3,106
6.44,1,AA,2,<.7-1.0,106
2.07,1,AA,2,<=.3,106
3.39,1,AA,1,>.3-<=.7,106
5.44,0,AA,2,>.3-<=.7,106
2.15,0,AA,2,<=.3,106
2.52,1,AA,1,<=.3,106
7.38,1,AA,1,<.7-1.0,106
5.97,1,AB,2,<.7-1.0,107
5.76,1,AB,2,<.7-1.0,107
4.96,1,AB,1,>.3-<=.7,107
6.39,0,AB,1,<.7-1.0,107
4.3,1,AB,1,>.3-<=.7,107
4.43,1,AB,2,>.3-<=.7,107
3.07,1,AB,1,<=.3,107
5.41,0,AB,1,>.3-<=.7,107
4.1,1,AB,2,<=.3,107
1.98,1,AB,1,<=.3,107
10.26,1,AB,1,<.7-1.0,107
3.55,0,AB,2,<=.3,107
8.33,1,AB,2,<.7-1.0,107
4.97,1,AB,2,>.3-<=.7,107
4.87,1,AB,1,>.3-<=.7,107
4.2,1,AB,2,<=.3,107
7.05,0,AA,1,<.7-1.0,107
4.27,1,AA,1,>.3-<=.7,107
2.8,1,AA,2,<=.3,107
3.31,1,AA,2,<=.3,107
5.41,1,AA,1,<.7-1.0,107
3.93,1,AA,1,>.3-<=.7,107
7.42,1,AA,1,<.7-1.0,107
2.55,1,AA,1,<=.3,107
4.71,1,AA,2,>.3-<=.7,107
2.97,1,AA,2,<=.3,107
2.15,1,AA,2,<=.3,107
6.39,1,AA,2,<.7-1.0,107
8.71,1,AA,2,<.7-1.0,107
3.93,1,AA,1,>.3-<=.7,107
3.96,0,AA,1,>.3-<=.7,107
3.39,1,AA,2,>.3-<=.7,107
4.29,1,AB,1,>.3-<=.7,108
2.55,1,AB,1,<=.3,108
4.74,1,AB,2,>.3-<=.7,108
3.54,1,AB,2,<=.3,108
7.91,0,AB,2,<.7-1.0,108
7.88,1,AB,1,<.7-1.0,108
6.53,1,AB,2,<.7-1.0,108
4.88,1,AB,1,<.7-1.0,108
3.66,1,AB,2,<=.3,108
3.64,1,AB,2,<=.3,108
2.88,1,AB,1,<=.3,108
4.29,1,AB,1,>.3-<=.7,108
7.18,1,AB,2,<.7-1.0,108
3.66,1,AB,1,<=.3,108
4.76,1,AB,2,>.3-<=.7,108
4.25,1,AB,1,>.3-<=.7,108
2.15,1,AA,1,<=.3,108
2.62,1,AA,2,<=.3,108
7.5,1,AA,1,<.7-1.0,108
5.82,1,AA,2,<.7-1.0,108
10.67,0,AA,2,<.7-1.0,108
3.01,1,AA,1,>.3-<=.7,108
3.01,0,AA,2,>.3-<=.7,108
4.78,0,AA,2,>.3-<=.7,108
1.85,1,AA,1,<=.3,108
1.57,1,AA,1,<=.3,108
2.88,1,AA,2,>.3-<=.7,108
1.62,1,AA,1,<=.3,108
4.82,1,AA,2,>.3-<=.7,108
6.98,1,AA,1,<.7-1.0,108
5.36,1,AA,1,>.3-<=.7,108
5.58,0,AA,2,<.7-1.0,108
7.96,1,AB,2,>.3-<=.7,109
18.28,0,AB,2,<.7-1.0,109
6.25,1,AB,1,>.3-<=.7,109
4.68,1,AB,2,<=.3,109
2.96,1,AB,2,<=.3,109
10.29,1,AB,1,<.7-1.0,109
9.51,0,AB,1,<.7-1.0,109
7.14,1,AB,1,>.3-<=.7,109
7.82,1,AB,1,>.3-<=.7,109
21.48,1,AB,2,<.7-1.0,109
5.03,1,AB,2,>.3-<=.7,109
4.05,1,AB,2,<=.3,109
3.36,1,AB,1,<=.3,109
5.04,1,AB,1,>.3-<=.7,109
16.64,0,AB,1,<.7-1.0,109
4.72,1,AB,2,<=.3,109
18.61,1,AA,2,<.7-1.0,109
9.62,1,AA,2,>.3-<=.7,109
3.68,1,AA,1,<=.3,109
11.65,0,AA,2,<.7-1.0,109
7.66,1,AA,1,>.3-<=.7,109
11.58,1,AA,2,<.7-1.0,109
4.86,1,AA,1,<=.3,109
6.72,1,AA,1,<=.3,109
9.68,1,AA,2,<.7-1.0,109
8.05,1,AA,1,>.3-<=.7,109
4.6,1,AA,2,<=.3,109
12.45,1,AA,2,<.7-1.0,109
7.74,1,AA,1,>.3-<=.7,109
6.83,1,AA,1,>.3-<=.7,109
3.4,1,AA,2,<=.3,109
8.45,1,AA,1,>.3-<=.7,109
8.98,1,AB,2,<.7-1.0,11
4.41,1,AB,2,>.3-<=.7,11
3.01,1,AB,2,<=.3,11
5.26,1,AB,1,>.3-<=.7,11
2.46,1,AB,2,<=.3,11
3.19,1,AB,1,<=.3,11
7.05,0,AB,1,<.7-1.0,11
10.47,0,AB,1,<.7-1.0,11
3.36,1,AB,1,<=.3,11
10.39,1,AB,1,<.7-1.0,11
4.88,1,AB,1,>.3-<=.7,11
4.06,1,AB,2,>.3-<=.7,11
3.5,0,AB,1,<=.3,11
4.38,1,AB,2,>.3-<=.7,11
6.94,0,AB,2,>.3-<=.7,11
8.16,1,AB,2,<.7-1.0,11
5.93,1,AA,2,>.3-<=.7,11
4.58,1,AA,2,>.3-<=.7,11
5.25,1,AA,1,>.3-<=.7,11
2.99,1,AA,2,<=.3,11
5.98,1,AA,1,<.7-1.0,11
3.29,1,AA,1,<=.3,11
5.31,0,AA,2,>.3-<=.7,11
6.34,1,AA,1,<.7-1.0,11
7.22,1,AA,2,<.7-1.0,11
3.53,1,AA,1,<=.3,11
3.07,1,AA,1,<=.3,11
4.27,1,AA,1,>.3-<=.7,11
6.68,0,AA,1,<.7-1.0,11
7.76,1,AA,2,<.7-1.0,11
3.58,0,AA,2,<=.3,11
5.58,1,AA,2,>.3-<=.7,11
13.41,0,AB,2,<.7-1.0,110
6.24,1,AB,2,>.3-<=.7,110
15.14,1,AB,2,<.7-1.0,110
16.01,1,AB,1,<.7-1.0,110
3.08,1,AB,1,<=.3,110
10.26,1,AB,2,<.7-1.0,110
5.42,0,AB,1,>.3-<=.7,110
6.43,0,AB,1,>.3-<=.7,110
6.58,0,AB,2,>.3-<=.7,110
4.9,1,AB,1,<=.3,110
7.51,1,AB,2,<.7-1.0,110
3.11,1,AB,2,<=.3,110
4.02,1,AB,1,<=.3,110
6.61,1,AB,2,>.3-<=.7,110
6.75,1,AB,1,>.3-<=.7,110
4.08,1,AB,1,<=.3,110
6.71,1,AA,2,>.3-<=.7,110
3.33,0,AA,2,<=.3,110
3.58,1,AA,1,<=.3,110
6.01,1,AA,2,>.3-<=.7,110
9.52,0,AA,2,<.7-1.0,110
5.36,1,AA,1,<=.3,110
7.53,1,AA,1,<.7-1.0,110
5.45,1,AA,1,>.3-<=.7,110
9.18,1,AA,1,<.7-1.0,110
7.37,1,AA,1,>.3-<=.7,110
3.41,1,AA,2,<=.3,110
5.68,0,AA,2,>.3-<=.7,110
6.57,0,AA,2,>.3-<=.7,110
9.98,0,AA,2,<.7-1.0,110
11.38,0,AA,1,<.7-1.0,110
2.41,1,AA,1,<=.3,110
6.83,1,AB,2,>.3-<=.7,111
6.38,1,AB,2,>.3-<=.7,111
7.34,1,AB,1,>.3-<=.7,111
7.4,1,AB,2,>.3-<=.7,111
8.22,1,AB,1,>.3-<=.7,111
7.45,1,AB,1,>.3-<=.7,111
9.01,1,AB,1,<.7-1.0,111
13.21,1,AB,1,<.7-1.0,111
13.6,1,AB,2,<.7-1.0,111
18.89,0,AB,2,<.7-1.0,111
3.43,1,AB,1,<=.3,111
5.69,1,AB,2,<=.3,111
4.59,1,AB,2,<=.3,111
12.12,1,AB,1,<.7-1.0,111
4.43,1,AB,2,<=.3,111
5.57,1,AB,1,<=.3,111
4.06,1,AA,2,>.3-<=.7,111
7.31,1,AA,2,<.7-1.0,111
3.1,1,AA,2,<=.3,111
4.93,1,AA,2,>.3-<=.7,111
4.08,1,AA,2,>.3-<=.7,111
5.44,1,AA,1,>.3-<=.7,111
3.82,1,AA,2,<=.3,111
3.45,1,AA,1,<=.3,111
23.11,1,AA,2,<.7-1.0,111
9.12,1,AA,1,<.7-1.0,111
5.19,1,AA,1,>.3-<=.7,111
9.5,1,AA,1,<.7-1.0,111
4.29,1,AA,2,>.3-<=.7,111
9.3,1,AA,1,<.7-1.0,111
3.22,1,AA,1,<=.3,111
3.25,1,AA,1,<=.3,111
2.3,1,AB,2,>.3-<=.7,112
3.49,1,AB,1,>.3-<=.7,112
6.26,1,AB,2,<.7-1.0,112
1.6,0,AB,1,<=.3,112
4.5,0,AB,1,<.7-1.0,112
2.85,1,AB,2,>.3-<=.7,112
4.04,1,AB,1,<.7-1.0,112
2.02,1,AB,1,<=.3,112
4.76,0,AB,2,<.7-1.0,112
2.76,1,AB,1,>.3-<=.7,112
1.19,0,AB,1,<=.3,112
3.59,0,AB,2,>.3-<=.7,112
2.63,1,AB,2,>.3-<=.7,112
4.4,0,AB,2,<.7-1.0,112
2.26,1,AB,1,<=.3,112
2.16,1,AB,2,<=.3,112
1.44,1,AA,1,<=.3,112
4.27,1,AA,1,<.7-1.0,112
1.76,1,AA,2,<=.3,112
4.14,1,AA,1,<.7-1.0,112
1.85,1,AA,2,<=.3,112
2.51,1,AA,1,>.3-<=.7,112
1.73,1,AA,2,<=.3,112
2.18,0,AA,2,>.3-<=.7,112
4,0,AA,2,<.7-1.0,112
3.11,0,AA,2,>.3-<=.7,112
2.08,0,AA,1,<=.3,112
6.04,1,AA,1,<.7-1.0,112
3.19,1,AA,2,>.3-<=.7,112
3.5,0,AA,1,>.3-<=.7,112
4.38,0,AA,2,<.7-1.0,112
2.59,1,AA,1,>.3-<=.7,112
6.58,1,AB,1,>.3-<=.7,114
7.89,1,AB,2,>.3-<=.7,114
6.53,1,AB,2,<=.3,114
6.36,1,AB,2,<=.3,114
12.61,1,AB,1,<.7-1.0,114
7.1,1,AB,1,>.3-<=.7,114
10.59,1,AB,1,<.7-1.0,114
17.93,1,AB,1,<.7-1.0,114
4.7,1,AB,2,<=.3,114
6.7,1,AB,2,>.3-<=.7,114
9.74,1,AB,2,<.7-1.0,114
6.12,1,AB,1,<=.3,114
3.24,1,AB,2,<=.3,114
7.16,1,AB,1,>.3-<=.7,114
18.14,1,AB,1,<.7-1.0,114
6.67,1,AB,2,>.3-<=.7,114
7.83,1,AA,2,>.3-<=.7,114
9.46,1,AA,2,<.7-1.0,114
14.26,1,AA,1,<.7-1.0,114
5.12,1,AA,2,>.3-<=.7,114
5.41,1,AA,1,>.3-<=.7,114
3.72,1,AA,1,<=.3,114
3.67,1,AA,1,<=.3,114
3.63,1,AA,2,<=.3,114
4.22,1,AA,1,<=.3,114
5.12,1,AA,1,>.3-<=.7,114
20.54,1,AA,1,<.7-1.0,114
4.86,1,AA,2,<=.3,114
10.45,1,AA,2,<.7-1.0,114
7.01,1,AA,2,>.3-<=.7,114
12.66,1,AA,1,<.7-1.0,114
5.77,1,AA,2,>.3-<=.7,114
2.89,0,AB,1,<=.3,115
5.54,0,AB,1,>.3-<=.7,115
4.27,1,AB,2,>.3-<=.7,115
15.62,1,AB,2,<.7-1.0,115
2.33,1,AB,2,<=.3,115
7.27,0,AB,1,<.7-1.0,115
3.06,0,AB,2,<=.3,115
7.7,1,AB,2,<.7-1.0,115
5.5,1,AB,2,>.3-<=.7,115
10.22,1,AB,1,<.7-1.0,115
4.89,1,AB,2,>.3-<=.7,115
8.41,1,AB,2,<.7-1.0,115
6.59,1,AB,1,>.3-<=.7,115
4.01,1,AB,1,>.3-<=.7,115
2.88,1,AB,1,<=.3,115
3.76,1,AB,1,<=.3,115
4.07,1,AA,2,<=.3,115
9.92,1,AA,2,>.3-<=.7,115
5.4,0,AA,1,>.3-<=.7,115
19.38,0,AA,2,<.7-1.0,115
10.27,1,AA,2,<.7-1.0,115
24.14,1,AA,1,<.7-1.0,115
9.75,1,AA,1,>.3-<=.7,115
4.97,1,AA,2,>.3-<=.7,115
14.61,1,AA,1,<.7-1.0,115
4.12,1,AA,1,<=.3,115
2.74,1,AA,2,<=.3,115
2.1,1,AA,1,<=.3,115
9.9,1,AA,1,>.3-<=.7,115
4.24,1,AA,2,<=.3,115
14.37,1,AA,1,<.7-1.0,115
7.1,1,AA,2,>.3-<=.7,115
3.98,1,AB,1,<.7-1.0,117
1.2,1,AB,1,<=.3,117
2.75,1,AB,2,>.3-<=.7,117
2.21,1,AB,2,>.3-<=.7,117
2.18,0,AB,2,>.3-<=.7,117
2.42,0,AB,1,>.3-<=.7,117
2.97,1,AB,2,<.7-1.0,117
3.52,1,AB,1,<.7-1.0,117
1.63,1,AB,1,<=.3,117
1.36,1,AB,2,<=.3,117
2.84,1,AB,1,<.7-1.0,117
1.73,1,AB,1,<=.3,117
1.86,0,AB,2,<=.3,117
2,1,AB,2,>.3-<=.7,117
6.45,1,AB,1,<.7-1.0,117
2.61,1,AB,2,>.3-<=.7,117
4.02,0,AA,1,>.3-<=.7,117
4.28,1,AA,2,<.7-1.0,117
4.8,1,AA,1,<.7-1.0,117
1.43,1,AA,2,<=.3,117
1.87,1,AA,1,<=.3,117
1.59,1,AA,2,<=.3,117
2.85,1,AA,1,>.3-<=.7,117
1.12,1,AA,2,<=.3,117
1.36,1,AA,2,<=.3,117
4.07,1,AA,1,<.7-1.0,117
3.41,1,AA,1,>.3-<=.7,117
2.64,1,AA,2,>.3-<=.7,117
3.03,0,AA,2,>.3-<=.7,117
5.99,1,AA,1,<.7-1.0,117
4.35,1,AA,2,<.7-1.0,117
3.45,1,AA,1,>.3-<=.7,117
4.48,1,AB,1,>.3-<=.7,118
3.5,1,AB,2,>.3-<=.7,118
3,1,AB,1,<=.3,118
8.79,1,AB,2,<.7-1.0,118
3.34,1,AB,2,>.3-<=.7,118
3.33,1,AB,1,<=.3,118
7.36,1,AB,2,<.7-1.0,118
5.46,1,AB,1,<.7-1.0,118
2.04,1,AB,2,<=.3,118
7.85,1,AB,1,<.7-1.0,118
1.69,1,AB,2,<=.3,118
3.85,1,AB,1,>.3-<=.7,118
3.08,1,AB,2,<=.3,118
6.11,1,AB,1,<.7-1.0,118
4.14,1,AB,2,>.3-<=.7,118
4.8,1,AB,1,>.3-<=.7,118
12.49,1,AA,2,<.7-1.0,118
6.23,1,AA,1,>.3-<=.7,118
12.05,1,AA,2,<.7-1.0,118
3.5,1,AA,2,<=.3,118
12.72,0,AA,2,<.7-1.0,118
5.15,1,AA,2,>.3-<=.7,118
2.25,1,AA,1,<=.3,118
9.2,0,AA,2,>.3-<=.7,118
6.74,1,AA,2,>.3-<=.7,118
2.36,1,AA,1,<=.3,118
1.54,1,AA,1,<=.3,118
5.52,1,AA,1,>.3-<=.7,118
9.54,1,AA,1,<.7-1.0,118
38.08,0,AA,1,<.7-1.0,118
8.38,1,AA,2,>.3-<=.7,118
4.65,1,AA,1,<=.3,118
4.77,1,AB,2,>.3-<=.7,119
4.48,1,AB,2,>.3-<=.7,119
4.56,0,AB,1,>.3-<=.7,119
1.69,1,AB,1,<=.3,119
4.89,0,AB,1,>.3-<=.7,119
9.91,1,AB,2,<.7-1.0,119
14.92,0,AB,2,<.7-1.0,119
2.51,1,AB,1,<=.3,119
12.58,1,AB,2,<.7-1.0,119
3.87,1,AB,2,<=.3,119
8.2,1,AB,2,>.3-<=.7,119
3.94,1,AB,1,>.3-<=.7,119
14.65,0,AB,1,<.7-1.0,119
2.61,0,AB,1,<=.3,119
2.07,1,AB,1,<=.3,119
8.86,0,AB,2,<.7-1.0,119
9.37,1,AA,2,<.7-1.0,119
8.73,1,AA,1,<.7-1.0,119
8.76,0,AA,1,<.7-1.0,119
3.49,1,AA,2,<=.3,119
3.46,1,AA,1,<=.3,119
5.12,1,AA,2,>.3-<=.7,119
6.6,1,AA,1,>.3-<=.7,119
1.81,1,AA,2,<=.3,119
3.89,0,AA,1,>.3-<=.7,119
3.49,1,AA,2,<=.3,119
3.66,1,AA,1,>.3-<=.7,119
3.53,1,AA,1,>.3-<=.7,119
3.38,1,AA,2,<=.3,119
8.12,0,AA,2,<.7-1.0,119
6.36,0,AA,2,>.3-<=.7,119
10.82,1,AA,1,<.7-1.0,119
2.01,1,AB,2,<=.3,12
2.19,0,AB,2,>.3-<=.7,12
2.16,0,AB,1,>.3-<=.7,12
3.32,1,AB,1,<.7-1.0,12
7.34,0,AB,1,<.7-1.0,12
5.73,0,AB,1,<.7-1.0,12
2.37,1,AB,2,>.3-<=.7,12
2.11,1,AB,2,<=.3,12
2.43,1,AB,2,>.3-<=.7,12
2.54,1,AB,2,>.3-<=.7,12
2.15,1,AB,1,<=.3,12
3.7,1,AB,2,<.7-1.0,12
1.55,0,AB,1,<=.3,12
3.07,1,AB,1,<.7-1.0,12
2.69,0,AB,2,>.3-<=.7,12
1.58,0,AB,1,<=.3,12
4.25,0,AA,2,>.3-<=.7,12
3.31,0,AA,1,<=.3,12
5.93,1,AA,1,<.7-1.0,12
6.78,1,AA,2,<.7-1.0,12
6.06,1,AA,1,<.7-1.0,12
3.4,1,AA,2,>.3-<=.7,12
2.53,1,AA,1,<=.3,12
3.4,0,AA,1,>.3-<=.7,12
7.33,0,AA,2,<.7-1.0,12
4.06,1,AA,2,>.3-<=.7,12
4.48,1,AA,1,>.3-<=.7,12
2.51,1,AA,1,<=.3,12
2.12,1,AA,2,<=.3,12
9.85,0,AA,1,<.7-1.0,12
2.73,1,AA,2,<=.3,12
3.43,1,AA,2,>.3-<=.7,12
4.83,1,AB,2,>.3-<=.7,121
5.91,1,AB,2,<.7-1.0,121
6.49,1,AB,2,<.7-1.0,121
7.44,1,AB,1,<.7-1.0,121
9.28,0,AB,1,<.7-1.0,121
1.93,0,AB,2,<=.3,121
5.19,1,AB,1,>.3-<=.7,121
6.5,1,AB,1,<.7-1.0,121
4.84,1,AB,2,>.3-<=.7,121
2.36,1,AB,2,<=.3,121
2.01,1,AB,2,<=.3,121
5.7,1,AB,1,>.3-<=.7,121
4.52,1,AB,2,>.3-<=.7,121
3.59,1,AB,1,>.3-<=.7,121
2.7,1,AB,1,<=.3,121
2.01,0,AB,1,<=.3,121
4.44,1,AA,1,>.3-<=.7,121
12.69,1,AA,1,<.7-1.0,121
4.99,1,AA,2,>.3-<=.7,121
3.72,1,AA,2,>.3-<=.7,121
11.26,1,AA,1,<.7-1.0,121
3.6,1,AA,2,<=.3,121
10.66,1,AA,2,<.7-1.0,121
5.42,1,AA,2,>.3-<=.7,121
9.9,0,AA,1,<.7-1.0,121
3.69,1,AA,1,<=.3,121
1.92,1,AA,1,<=.3,121
8.93,1,AA,1,<.7-1.0,121
6.31,0,AA,2,>.3-<=.7,121
3.19,1,AA,2,<=.3,121
3.57,1,AA,2,<=.3,121
6.41,0,AA,1,>.3-<=.7,121
4.5,1,AB,1,>.3-<=.7,122
2.57,0,AB,1,<=.3,122
4.03,1,AB,2,>.3-<=.7,122
5,1,AB,2,<.7-1.0,122
9.35,1,AB,2,<.7-1.0,122
1.98,1,AB,2,<=.3,122
3.46,1,AB,1,>.3-<=.7,122
2.34,1,AB,2,<=.3,122
4.5,1,AB,2,>.3-<=.7,122
3.53,1,AB,1,>.3-<=.7,122
3.24,1,AB,2,>.3-<=.7,122
2.91,1,AB,2,>.3-<=.7,122
6.54,0,AB,1,<.7-1.0,122
6.82,1,AB,1,<.7-1.0,122
2.58,1,AB,1,<=.3,122
2.75,1,AB,1,<=.3,122
7.69,1,AA,1,<.7-1.0,122
4.44,1,AA,2,>.3-<=.7,122
2.98,1,AA,1,<=.3,122
3.58,0,AA,2,<=.3,122
2.97,1,AA,1,<=.3,122
1.79,1,AA,2,<=.3,122
5.33,1,AA,1,>.3-<=.7,122
4.65,1,AA,1,>.3-<=.7,122
4.09,1,AA,1,>.3-<=.7,122
7.52,0,AA,1,<.7-1.0,122
4.93,1,AA,1,>.3-<=.7,122
6.52,1,AA,2,<.7-1.0,122
5.91,1,AA,2,<.7-1.0,122
4.26,1,AB,1,>.3-<=.7,13
2.85,0,AB,1,>.3-<=.7,13
5.6,1,AB,2,<.7-1.0,13
1.96,1,AB,2,<=.3,13
4.44,1,AB,2,>.3-<=.7,13
4.26,1,AB,2,>.3-<=.7,13
2.58,1,AB,2,<=.3,13
2.73,0,AB,2,>.3-<=.7,13
11.2,1,AB,2,<.7-1.0,13
2.21,1,AB,1,<=.3,13
2.49,1,AB,1,<=.3,13
5.5,0,AB,1,<.7-1.0,13
4.49,0,AB,1,<.7-1.0,13
2.16,1,AB,1,<=.3,13
4.46,1,AB,2,<.7-1.0,13
3.23,1,AB,1,>.3-<=.7,13
3.86,1,AA,1,>.3-<=.7,13
2.75,1,AA,1,<=.3,13
2.25,1,AA,1,<=.3,13
3.16,0,AA,2,>.3-<=.7,13
3.24,1,AA,2,>.3-<=.7,13
5.57,1,AA,1,<.7-1.0,13
3.75,1,AA,2,>.3-<=.7,13
2.44,1,AA,2,<=.3,13
10.51,1,AA,1,<.7-1.0,13
2.75,1,AA,1,<=.3,13
5.91,1,AA,2,<.7-1.0,13
1.5,1,AA,2,<=.3,13
3.13,1,AA,1,>.3-<=.7,13
4.39,0,AA,2,<.7-1.0,13
3.99,0,AA,2,>.3-<=.7,13
7.09,0,AA,1,<.7-1.0,13
6.3,1,AB,1,>.3-<=.7,14
3.63,1,AB,2,<=.3,14
4.99,1,AB,1,>.3-<=.7,14
9.94,0,AB,1,<.7-1.0,14
3.76,1,AB,2,<=.3,14
10.66,0,AB,2,<.7-1.0,14
11.63,1,AB,1,<.7-1.0,14
2.65,1,AB,2,<=.3,14
8.37,1,AB,2,>.3-<=.7,14
6.09,1,AB,1,>.3-<=.7,14
7.12,1,AB,1,>.3-<=.7,14
12.97,1,AB,1,<.7-1.0,14
4.05,1,AB,2,<=.3,14
2.34,1,AB,2,<=.3,14
4.42,1,AB,2,>.3-<=.7,14
